CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
796,Germany,Male,58,8,0.0,2,1,1,119043.6539489029,1
629,Germany,Male,33,9,0.0,1,0,1,56433.837593038115,1
474,France,Male,47,9,45346.03110952181,1,0,0,188209.4549976384,1
832,France,Male,64,2,0.0,2,1,1,137511.43742011147,0
746,France,Female,63,1,168329.37265489544,2,0,1,111356.86683720641,0
460,Spain,Female,69,9,89264.08794497614,1,0,1,29751.712235767445,0
703,France,Female,53,1,147028.2387402346,2,0,0,166917.82889744226,1
488,France,Female,21,7,104683.09565585155,3,0,1,76308.5566584693,0
833,France,Female,28,4,26222.820405618382,2,1,1,181111.47157170606,0
784,Spain,Female,41,4,0.0,2,0,1,41998.823878982876,0
622,France,Female,35,5,51661.59336267872,2,1,0,19233.056798952246,0
448,Spain,Female,44,8,144295.32703834723,2,0,0,92598.33704816188,0
601,France,Female,54,6,110205.61333388151,2,1,1,24877.609638343463,0
687,Germany,Male,19,4,141202.594264755,2,1,0,21742.56334789379,1
453,France,Male,32,4,99528.58058755289,2,1,0,145609.1286306677,0
563,Germany,Female,28,9,0.0,2,1,0,58901.374447237424,1
598,Germany,Female,44,8,16234.385059566383,2,0,1,131381.6350298986,0
501,France,Male,66,8,0.0,1,0,1,118458.20253392028,1
599,Germany,Male,65,1,180304.59339094686,1,0,0,36743.01971360794,1
624,Germany,Male,64,6,152441.86303459585,2,0,0,83298.01737628832,1
514,Germany,Female,40,9,167408.8287777514,2,0,0,22552.138371911344,1
836,Spain,Male,52,0,0.0,2,0,0,90117.92657286862,1
690,France,Male,69,3,97332.90375774671,2,1,1,44648.79723375578,0
357,Germany,Male,47,1,111460.76675470387,1,1,0,28298.766580746174,1
633,Spain,Female,64,9,56295.78888437159,1,0,1,70227.19361530751,1
354,Spain,Male,41,8,0.0,2,0,0,10649.658128303863,0
494,Spain,Female,36,5,167596.3366461065,1,0,0,153976.11369271373,0
450,France,Male,46,3,182372.57760452526,2,1,0,40054.90513963838,1
513,Spain,Male,30,2,108236.43119134473,2,0,1,128908.97841584617,0
723,Germany,Female,65,3,88769.53608819495,2,0,0,168190.62233157828,1
496,France,Male,40,1,167877.3164255428,1,0,1,184275.27323173283,0
413,Spain,Male,29,4,0.0,1,0,0,115939.20555164659,1
440,Germany,Male,66,8,174781.9117447466,1,0,0,159773.92687533132,1
466,France,Female,65,5,134588.90091595764,2,0,1,96406.62930727235,0
703,France,Female,58,1,0.0,1,0,0,103134.34752075613,1
616,Spain,Female,46,5,0.0,2,1,1,113886.71606068232,0
659,France,Male,23,8,139116.69976024423,1,0,0,137326.03680533555,0
522,France,Female,68,3,0.0,2,1,1,137284.30391334486,0
396,France,Male,40,0,0.0,4,0,1,159221.80554560525,0
489,France,Male,48,1,0.0,1,0,1,127219.35707613896,0
595,Spain,Male,62,4,0.0,2,1,1,177700.49218797593,1
498,France,Male,38,9,123859.58735395447,1,1,0,144754.8535051323,0
595,Germany,Male,41,6,37793.16362614803,2,0,1,186501.00768052554,0
744,Spain,Male,25,7,0.0,1,1,1,152582.98774499525,0
836,Germany,Male,61,2,0.0,2,1,1,150353.82559740962,1
825,France,Male,26,8,101926.48442690006,1,0,0,173475.46820303515,1
354,Spain,Female,39,1,31948.84826605626,2,1,1,134603.93221680843,0
814,France,Female,21,3,33874.59220601828,1,1,0,44119.310578198834,0
533,France,Male,30,3,0.0,2,0,0,25763.983687831103,1
369,Germany,Female,51,5,10163.062527274446,1,0,1,70006.96387084677,1
774,Spain,Female,20,9,62400.05572189958,1,0,1,164734.83522237831,0
395,Spain,Female,54,5,127497.47569238623,2,1,0,14124.492707803149,1
361,Spain,Male,45,2,0.0,2,0,0,38507.52649783256,0
419,Spain,Female,43,8,0.0,2,0,1,30162.003024313133,0
366,Spain,Male,67,4,32729.715006157705,1,1,1,17063.244205703933,1
720,Spain,Female,63,1,0.0,2,0,0,163953.929076793,1
496,France,Female,51,5,0.0,2,1,1,63121.31009423684,0
503,France,Female,32,2,83536.89471271267,1,1,0,148495.9492299354,1
653,Germany,Male,25,7,76274.06788862529,2,1,1,36963.30107588683,1
457,Germany,Male,65,2,33699.94097416211,2,1,0,87697.40887373174,1
585,France,Male,52,4,100915.95704880002,2,1,0,32128.464191615654,1
657,France,Male,41,3,159601.81417593264,2,1,0,10471.277365251945,0
701,France,Male,69,3,176332.15735806263,2,1,1,126500.82477843811,0
419,Germany,Male,69,1,192943.25904419893,2,0,0,101386.56647192765,1
532,Spain,Male,54,7,159205.57228308596,2,1,0,89160.88775290118,1
599,Spain,Male,21,2,128387.4240744061,1,0,1,24945.317017825422,0
577,Spain,Male,29,3,0.0,2,1,1,121758.9162785364,0
451,Spain,Female,36,5,176230.47780426522,3,0,0,158200.19684932116,0
424,France,Female,32,8,0.0,1,1,1,22776.449923751603,0
766,France,Male,47,3,40639.05343458769,2,0,1,88557.08475963441,0
795,France,Female,62,2,139684.59363127925,2,0,1,69195.73066253799,1
565,Germany,Female,54,4,91897.33360670226,2,1,1,179456.5622813967,1
756,France,Male,29,8,123201.9387101448,2,0,0,59904.5999430839,0
748,Germany,Male,36,0,180687.08592531152,1,1,1,189413.32665632523,1
760,Germany,Female,51,4,0.0,2,1,0,167396.46169221646,1
552,France,Male,24,3,188357.61418349322,1,1,0,29030.18790786014,0
541,Spain,Female,45,4,174610.23830017442,2,0,1,101321.1702656637,0
598,Germany,Male,45,6,0.0,1,0,0,133310.28091426642,1
848,France,Female,46,6,0.0,3,1,0,122683.63492983844,1
591,France,Male,54,6,83038.16764328745,1,0,1,139053.76085145673,1
814,Germany,Female,37,0,174412.69778815476,1,1,0,90998.22916150218,1
528,France,Female,28,8,0.0,1,0,0,181901.1196455099,0
786,France,Female,67,6,0.0,2,1,1,61368.56105824228,0
811,Germany,Female,67,3,100439.12015237202,1,1,1,27879.157285282465,1
568,Spain,Male,56,3,0.0,1,1,1,195815.03950793954,1
431,France,Female,59,1,41345.60700581187,2,0,0,133872.17779762705,1
441,Spain,Male,40,5,55427.29740684376,3,0,1,135247.53335847898,0
784,Spain,Female,69,9,0.0,3,0,0,165330.0606625391,1
524,France,Male,63,2,114208.50456656002,1,1,0,90073.87487128195,1
588,Germany,Female,37,0,65028.646982955106,2,0,1,83384.7572397129,0
609,France,Male,37,4,164227.2508385908,2,0,0,190337.55140879776,1
740,France,Female,28,5,75890.9016297922,2,0,0,83488.45760462875,1
714,Germany,Female,19,4,135561.71827017362,1,0,0,24910.78906309072,1
512,Germany,Male,30,4,190215.358358393,2,0,0,68487.6032886102,1
397,France,Female,30,9,125315.50635935595,2,1,0,175972.8523603189,0
678,Spain,Female,58,7,0.0,1,0,1,28042.409665256786,0
677,Spain,Female,66,9,0.0,1,0,1,146174.00436600065,1
465,Spain,Female,32,0,12383.078932398446,1,1,0,60616.214227586555,1
778,France,Male,48,7,58742.06067189802,2,1,1,151696.37059883188,1
686,Spain,Female,40,6,0.0,2,1,0,107765.34708606367,0
686,France,Male,39,0,47235.98365989524,1,0,0,130949.38698982334,1
718,France,Male,33,8,124763.43758241208,2,1,0,56207.285076222885,1
574,Spain,Male,59,3,0.0,1,0,0,41942.536011883465,1
701,Germany,Male,46,6,0.0,2,1,0,22028.614469443477,1
677,Germany,Female,37,2,0.0,1,0,1,166859.59025669238,1
496,France,Female,45,7,92442.37623878419,1,1,1,144992.0747290236,0
412,France,Male,44,3,65328.42877541972,2,0,1,65736.90689193472,0
643,Germany,Female,61,1,0.0,2,1,0,169013.53941512218,1
672,France,Female,46,1,76741.32513877582,1,1,1,168402.36612159468,0
792,Germany,Male,22,7,124443.76057065008,1,0,0,36174.23739027502,1
674,France,Male,69,7,133194.26277662197,2,0,0,145600.6124353866,1
362,Spain,Male,66,0,0.0,1,0,1,65533.560212972814,1
780,Germany,Female,59,5,190005.62690262037,2,1,0,98765.98064328132,1
843,Germany,Male,55,8,0.0,1,0,0,91727.5144122276,1
538,Spain,Male,69,8,0.0,1,1,1,124034.91241287415,0
636,Germany,Female,55,1,0.0,2,0,0,75955.08371665276,1
557,France,Female,61,7,0.0,2,0,0,23918.25283289359,1
463,France,Female,68,7,97390.26224518819,1,1,1,137803.53000305238,0
829,Germany,Female,19,3,118130.49048224512,1,0,0,192508.48208380878,1
371,France,Female,62,3,44973.80530763443,2,1,0,136894.8709178488,1
698,Germany,Female,37,4,0.0,2,0,0,112525.00780174407,1
563,France,Female,60,9,155592.79274585916,2,0,1,41088.09366766966,1
520,France,Female,64,6,155746.1182323007,1,0,1,128783.78382571119,1
672,Germany,Male,30,0,55135.632634003254,1,1,0,126106.50383246073,1
403,Spain,Female,43,8,0.0,1,0,0,127563.09361520439,1
743,Germany,Male,52,2,10724.575524499283,2,0,0,179539.4837545476,1
647,Spain,Female,63,3,0.0,1,1,0,146100.81275863235,1
669,Spain,Female,25,6,34078.76700326343,2,0,0,158845.9746118697,0
475,France,Male,45,4,65793.75192022101,2,0,0,69534.39088533595,1
626,France,Female,58,4,154212.94248106872,2,1,1,61371.252751420754,0
813,Spain,Male,32,0,106947.52510963751,2,1,0,49288.373610662915,0
553,Spain,Female,67,1,0.0,2,0,0,157890.47143305556,1
543,Germany,Male,25,4,0.0,2,1,1,142731.8127394699,0
518,Spain,Male,28,1,0.0,1,1,1,74997.85406330557,0
501,France,Female,46,0,104973.4382272549,1,1,1,36810.15303253876,1
384,France,Male,22,9,0.0,2,0,0,170866.78813512617,0
533,Germany,Male,64,2,118161.34229673886,2,0,0,83012.81716661088,1
635,France,Female,64,0,0.0,1,1,0,46052.35067356018,1
406,France,Female,24,9,0.0,4,0,0,37438.016285000966,0
571,France,Male,35,7,0.0,1,1,0,184739.17421048696,1
652,France,Female,45,7,134645.00070840179,2,1,1,34731.018683817965,0
512,Germany,Male,29,7,31475.177530350476,2,1,0,78337.95577717439,1
368,Spain,Male,29,6,165766.10929835986,2,0,0,130116.38498208007,0
719,Spain,Male,53,6,0.0,2,1,1,87534.49957073748,0
613,Germany,Female,46,1,0.0,1,1,1,100717.48861542519,1
631,France,Female,28,8,135598.38851633863,4,1,0,162498.139517271,0
462,Germany,Male,23,6,0.0,3,1,1,199854.5512956046,1
837,France,Male,38,4,0.0,2,1,1,98771.37857024967,0
676,France,Male,27,3,0.0,1,1,0,81977.12641047328,1
379,France,Female,49,7,93035.70175913956,1,1,0,87284.95202088165,1
484,Spain,Male,64,4,179484.277882812,1,0,1,80130.62779508936,0
416,Spain,Female,50,5,0.0,2,0,1,100016.56053460152,0
414,Germany,Male,34,3,90986.22014851272,1,1,1,73290.54960295171,1
641,Germany,Male,20,1,10778.531519394477,1,1,1,97897.14156787242,1
374,France,Male,60,6,66155.62490573025,2,1,1,189636.864422994,1
386,Germany,Male,35,1,0.0,2,1,0,64380.51221774103,1
350,Germany,Female,27,6,91455.42992210209,1,0,1,133856.19686342028,1
748,France,Female,58,6,90079.02016306706,2,1,1,102517.37899315152,0
386,France,Female,56,0,0.0,2,0,1,149155.30692974676,0
490,Spain,Female,60,9,64397.7659892898,3,0,0,99735.49102519787,1
581,Germany,Female,25,9,103394.74125391932,2,1,0,40503.041634537105,1
485,Spain,Male,51,2,81394.99212361459,2,1,1,175759.559781195,0
738,Spain,Female,54,2,0.0,2,1,1,138395.74322378522,0
537,Spain,Female,58,5,0.0,4,0,0,109915.4582714805,1
477,France,Female,50,2,168488.68413706069,2,0,0,167905.9067752841,1
550,France,Female,66,8,140506.07815950472,1,0,0,195475.26254063225,1
476,France,Male,27,4,50394.5669706586,2,0,1,87785.88000467399,0
606,France,Male,57,5,174856.465843169,2,1,1,77081.62761206104,0
513,Germany,Male,35,5,26581.451503819528,2,1,0,153182.52560726227,1
384,Germany,Female,42,7,95241.19350884896,1,1,1,96375.05044916982,0
543,Germany,Male,59,9,0.0,1,1,0,26296.085774726766,1
540,France,Male,58,2,112135.53030011887,2,0,1,77338.83549486456,0
453,Spain,Female,53,8,67009.42009451136,1,1,1,163640.10015495142,1
372,France,Female,19,6,0.0,1,0,0,144271.89457863595,1
614,France,Female,36,5,0.0,2,1,0,173940.30605940128,1
639,Germany,Male,27,0,0.0,1,1,0,37859.040601822824,1
779,Spain,Female,66,3,77508.96968740305,2,0,1,56345.10660030899,0
811,France,Male,20,4,0.0,2,0,0,50799.700593304406,0
733,France,Male,36,1,178819.957441643,2,0,0,194553.236341671,1
609,Germany,Male,68,0,61305.39405951206,1,1,0,42095.63805503877,1
763,France,Male,43,1,32458.905110271437,1,0,0,123606.7105745606,1
828,France,Male,68,7,34845.15783608847,2,1,1,130253.58372646486,0
707,Germany,Female,68,9,104022.07196523607,4,1,0,127589.7497249167,1
424,France,Male,64,5,0.0,2,1,1,141415.977605455,0
704,France,Male,42,9,134878.97099641722,2,1,0,101945.11269467413,0
421,France,Male,67,1,96239.00509208954,1,0,0,25900.773592895857,1
608,Spain,Male,34,8,0.0,1,0,0,143234.86078951054,0
747,Spain,Male,27,7,0.0,2,0,1,63409.92443376005,0
537,France,Female,63,3,129363.84356416104,1,1,1,24415.66791726344,0
810,France,Male,68,9,0.0,2,1,1,42259.336451422154,1
522,France,Male,67,6,69390.85227499355,1,0,0,64571.72445824478,1
829,France,Male,28,2,75440.62180494994,1,1,0,92163.51883362666,0
639,Germany,Male,28,5,0.0,1,1,0,173651.47054606915,1
394,Germany,Female,29,2,157270.99328341862,1,0,0,111935.48596422363,1
410,France,Male,57,9,58007.82390883183,2,1,0,99673.77841115999,1
432,France,Male,65,2,0.0,1,0,0,46338.98218662096,1
472,France,Male,25,8,155878.92374922655,2,1,1,192259.91645612576,0
707,France,Male,41,5,87874.5739709205,2,0,1,182618.02639600477,0
365,France,Female,31,7,0.0,1,0,1,165054.6737183407,0
415,Germany,Female,40,3,0.0,1,0,0,71398.7333689093,1
773,Germany,Female,67,3,12434.78361181518,2,1,0,116709.2486166446,1
494,Germany,Male,53,7,91268.63061463837,1,0,0,83880.92986115145,1
724,France,Female,34,6,74555.12473349684,2,1,1,86553.68767674129,0
511,Germany,Female,62,4,0.0,1,1,0,23704.957595127387,1
583,France,Female,22,1,195566.43211560755,2,0,0,36608.47065040244,0
729,France,Female,20,5,0.0,2,0,1,192622.06937337082,0
493,Germany,Female,26,0,56176.866671048105,1,1,0,125915.92584879824,1
707,France,Male,37,6,74087.48960423534,3,0,1,11198.825563757659,0
537,Germany,Female,67,8,98528.15062782801,1,0,0,163745.3319614647,1
671,Germany,Female,37,4,0.0,1,0,0,26537.90765866364,1
799,Spain,Female,68,4,76885.98914933526,1,1,0,144549.5940400238,1
823,Spain,Male,36,6,0.0,2,1,1,127961.3141090018,0
362,France,Male,38,4,0.0,1,0,0,21960.739514016623,1
533,Spain,Female,33,9,160981.9188233921,2,1,1,110878.44241571683,0
460,Germany,Male,50,3,57053.24456170369,2,0,1,19012.708546518297,1
764,Germany,Male,22,0,35983.68631103824,1,0,1,22234.05242800976,0
639,France,Female,41,5,110282.19977849256,2,0,0,19723.979246285995,1
644,Spain,Male,32,8,49579.717165555834,2,0,1,58533.83502118326,0
800,France,Female,43,3,81091.05233623943,2,1,1,162336.16359777207,0
741,Spain,Female,61,9,157698.6318244816,1,0,0,78866.39932769751,1
564,France,Female,42,3,0.0,2,1,0,131512.266781168,0
811,Germany,Male,45,4,163189.2596125551,1,0,0,33721.31241988111,1
469,France,Female,50,5,138063.79768509898,2,1,1,187244.30137552804,0
731,France,Female,63,2,51747.914110201156,2,0,0,105805.74733190118,1
404,France,Male,35,8,110016.87419875583,1,1,1,14673.03076275568,0
376,France,Female,35,0,0.0,1,1,1,112107.26607866284,0
467,France,Male,55,5,0.0,1,0,1,45060.723915009585,1
570,France,Male,50,5,37540.37380437821,2,0,0,47205.1199768455,1
580,Germany,Female,44,7,0.0,2,1,0,124071.15571090256,1
402,Spain,Male,66,4,141829.82156577558,2,0,0,53012.86427649222,1
644,Germany,Female,67,8,0.0,1,1,0,50656.40357235814,1
670,France,Male,32,8,23307.457221064862,4,0,0,112782.36926321105,0
750,France,Male,61,1,0.0,1,0,1,54737.29577000494,0
582,France,Male,30,4,142043.434712357,2,0,0,30997.394895183297,0
507,Spain,Male,69,6,0.0,1,0,0,87568.813918707,1
786,Spain,Female,51,1,132289.13226682867,1,0,0,19879.703256901612,1
618,France,Female,21,6,0.0,1,0,1,182011.3869084113,0
370,France,Male,52,8,197036.09486815936,1,1,0,95792.10902761032,1
752,Spain,Female,36,7,35209.05022651727,1,1,1,12487.990487548257,0
402,Spain,Female,48,9,150436.86172181307,1,1,1,52683.89601778081,1
624,Spain,Female,42,8,89966.43245074878,1,1,0,191985.3910613241,0
662,Spain,Female,57,3,177408.249045544,2,1,0,104314.27125527598,1
630,France,Female,29,7,146279.64210123906,1,0,1,78189.03717618521,0
563,France,Female,29,8,116827.92243834153,1,0,0,69871.18646601547,1
380,France,Female,59,9,188161.79053375425,3,1,1,89224.42381919616,0
686,France,Male,42,1,0.0,1,0,1,50235.23671685947,0
532,France,Female,50,9,19943.459230926674,1,1,0,152334.1399449889,1
372,Germany,Male,54,2,46591.72888048463,1,0,1,106577.98762689164,1
381,France,Male,45,0,138448.85113186995,2,1,0,152772.39771159136,0
795,France,Male,69,0,185149.49103615605,1,1,1,58332.52650103997,0
423,France,Female,60,9,0.0,1,1,1,10275.96077331841,1
359,France,Female,26,5,17277.996618477526,2,0,1,193583.51028414333,0
833,France,Male,31,0,132226.47939620708,1,0,0,107292.55857546163,1
805,Spain,Male,20,4,46990.52947581728,1,1,1,25150.456495505416,0
403,Spain,Female,22,5,114941.12933016993,1,1,1,29712.732495016127,0
401,France,Female,43,8,0.0,1,0,0,92588.84656526953,1
497,Germany,Female,58,5,116025.13742938591,1,0,1,142100.20253858872,1
509,France,Male,35,3,187162.90069804597,1,1,1,85361.95021738997,0
719,Germany,Male,55,0,0.0,2,0,0,165828.9744025657,1
363,France,Female,38,5,16560.476516703406,1,0,0,72521.30140642056,1
527,France,Female,56,6,120374.41739309432,1,1,1,18665.025750737965,0
761,Spain,Male,33,4,0.0,1,0,0,11575.32116854472,1
715,France,Female,57,5,0.0,1,1,1,173294.4157195416,0
849,France,Female,40,9,99286.40935598833,1,1,1,197047.83242192704,0
402,France,Male,46,7,0.0,2,0,0,35231.781902190894,1
757,France,Male,27,0,182675.9891161796,1,1,0,21787.74537516798,0
684,France,Male,22,7,78832.05834176569,2,0,1,183737.45144801776,0
371,Spain,Male,28,1,197981.80335425268,2,0,1,29143.715913698576,0
379,Germany,Female,46,1,38464.44452855918,1,0,0,53396.79561530631,1
540,Germany,Male,62,7,132347.01955970583,2,0,1,162312.94726838436,1
609,France,Female,44,1,16605.84459493652,2,0,0,199617.02143070262,1
554,France,Female,69,7,50480.766511715825,1,1,0,102342.63899095192,1
408,France,Female,51,4,130417.93237674928,1,0,1,50046.449914132805,0
820,France,Male,31,8,18776.43051660837,1,1,1,171066.42313813942,0
613,Germany,Male,58,8,29339.54620478815,1,1,0,84919.18669231466,1
815,France,Female,59,7,65292.01303389065,2,1,1,61802.03193727494,0
361,Spain,Female,27,8,119371.05583662767,2,1,0,103179.14585418829,0
468,France,Male,59,6,13036.685524318333,2,0,0,172601.67135252853,1
764,France,Female,68,7,0.0,1,1,0,54270.15551363695,1
811,France,Female,28,5,128891.3122615699,2,0,1,90528.56443033884,0
639,France,Female,28,8,0.0,1,1,0,94406.30055871353,0
687,France,Female,52,1,0.0,1,1,1,168225.20520097273,1
597,France,Female,36,2,126066.18068732003,2,0,0,138440.98543353396,0
703,France,Female,41,1,125108.7254137488,2,0,1,158292.4575250701,0
476,Germany,Female,18,5,106148.04745655558,1,0,0,141743.2991087424,1
424,Germany,Female,29,2,141697.6403631526,2,1,0,122608.42196825238,1
710,France,Male,64,0,49482.32929912402,1,0,1,35157.75216450954,0
553,France,Male,31,3,138922.74104660598,1,0,1,168260.34602681908,0
398,Germany,Female,20,4,40676.40053354799,1,0,0,125382.95532762533,1
428,Spain,Female,69,3,0.0,1,1,1,143222.60739108705,1
790,Germany,Male,62,5,22837.66279293364,1,1,0,157962.11698396425,1
828,France,Male,67,2,165634.1930952393,2,1,1,69222.97235213037,0
590,Germany,Male,49,9,112264.34999283876,1,0,1,93089.73890061786,1
698,Germany,Female,33,5,194499.34844910077,2,1,1,112845.22707428201,0
503,France,Male,55,9,189042.05420464542,2,1,0,75136.26960913649,1
623,Spain,Male,27,0,199726.61588405183,1,0,0,59121.99637768259,1
445,France,Female,34,5,29240.572353625546,2,0,0,157598.22021706254,0
563,Spain,Male,66,7,0.0,2,0,1,153209.093944817,0
643,Germany,Female,57,9,87439.29021049051,1,0,1,168041.8645812884,1
558,Germany,Male,21,7,111206.27160668856,1,1,0,142372.0491843812,1
692,Germany,Male,32,0,68665.79954063045,2,0,1,69228.18718651078,1
437,France,Male,50,6,19133.079231101678,3,0,0,72130.43058583938,1
655,Germany,Male,56,9,144472.551225329,1,0,1,110280.89395869589,1
613,Spain,Male,27,9,193505.24402830235,2,1,1,168763.13687835628,0
774,Germany,Female,24,3,0.0,2,1,1,75795.70115205534,0
739,Spain,Female,50,5,72620.1905877601,1,0,1,155528.41025182427,1
674,Spain,Male,34,5,188272.86725907488,2,0,0,68081.59221516139,0
777,Spain,Female,29,4,79286.64060022264,2,1,0,74319.82274788912,0
726,Germany,Male,34,9,0.0,1,0,1,152949.51837243,1
669,Germany,Male,64,8,172581.26241676343,1,0,0,138929.31545090763,1
506,France,Male,33,9,0.0,2,0,0,49563.39240873794,1
505,Germany,Male,31,7,138605.80666700687,1,0,0,167134.03401352823,1
488,France,Male,20,5,143060.314286966,1,0,0,159075.97745118465,0
470,France,Female,68,3,0.0,3,1,1,161509.43716805562,0
414,France,Female,61,3,0.0,1,1,1,99366.72398626746,0
456,Spain,Female,68,8,141627.4802242959,2,1,1,72441.52838815577,0
496,Spain,Female,67,3,10611.435981219918,1,1,0,171458.54303199364,1
486,Germany,Male,47,6,144906.99549205997,1,0,0,121760.46354286716,1
760,France,Female,63,5,115418.86557878814,1,1,0,186886.08563898568,1
511,Germany,Male,69,1,59354.480207139306,1,1,1,58227.136285769586,1
777,Germany,Male,58,4,162715.22550133118,1,1,0,195369.05711457014,1
801,France,Female,52,2,87002.99838653897,2,0,1,82051.42810541572,0
449,France,Female,43,8,102297.66507706516,2,1,0,83049.64341273111,0
687,France,Male,29,9,0.0,2,0,0,55375.163379306105,0
748,Germany,Male,48,0,0.0,2,0,1,193354.81810524047,1
656,Germany,Male,69,9,0.0,1,1,1,17545.7051175356,1
490,France,Female,34,3,62467.22924860129,3,1,1,99937.94992600557,0
432,Spain,Male,54,3,57906.504750480475,1,0,0,79441.50269006082,1
526,France,Male,25,8,0.0,1,1,0,40260.02779654271,0
547,France,Male,36,0,97493.9635970474,2,1,0,145516.25395899083,0
461,France,Male,43,1,109292.55849467887,1,0,0,180681.00843157055,1
405,France,Female,21,0,0.0,1,1,1,56278.157981310076,0
809,France,Female,32,0,0.0,2,1,0,104554.48010801277,0
528,France,Male,68,0,175210.109863244,1,0,0,119860.65320751151,1
770,Germany,Female,64,2,0.0,2,1,0,84192.89828475955,1
750,France,Male,31,3,0.0,2,1,0,185092.24475341296,0
535,Germany,Female,47,9,0.0,3,1,0,97688.07706819123,1
820,Germany,Female,65,1,17797.64577334849,1,1,0,196728.24557851677,1
567,France,Female,59,0,0.0,1,0,1,66088.97805200418,1
762,Spain,Female,41,4,0.0,2,0,1,23916.986950342267,0
766,France,Male,63,5,46272.092419568806,1,1,0,119243.78035819589,1
665,Spain,Male,69,1,0.0,2,1,1,166434.61108827594,1
824,Spain,Male,60,2,159262.7341332369,2,0,1,83794.3723616698,0
566,France,Female,51,9,0.0,2,1,1,45168.78396708986,0
469,Spain,Female,36,2,0.0,2,1,1,150265.6002030168,0
788,Spain,Male,20,1,155303.49223268137,2,1,0,61468.16943007313,0
743,Spain,Female,21,3,0.0,1,1,1,156250.16170252784,0
524,Germany,Female,28,4,0.0,2,1,1,59841.08549887753,1
372,France,Male,30,7,102843.04978536208,1,1,0,115884.76535477693,0
562,Spain,Female,67,5,0.0,1,0,0,178658.65684183812,1
754,France,Male,35,8,75217.35139758303,1,1,1,48877.2436420367,0
584,France,Female,36,2,0.0,2,0,1,165931.9490441535,0
362,France,Male,61,9,0.0,3,1,1,60431.63767709193,0
450,France,Female,50,8,0.0,2,0,0,135526.32742985932,1
766,Germany,Female,55,3,69027.80224114434,1,1,1,56305.43144194445,1
373,Germany,Female,20,7,187850.40637894763,2,0,0,31768.16907929052,1
713,Spain,Female,66,9,168397.70700045343,1,1,1,136164.42312821548,0
360,France,Female,52,6,117381.53536194193,2,1,1,123028.75707583976,1
622,Spain,Male,18,6,117135.71978819244,2,1,0,86281.87453719642,0
801,Spain,Female,52,8,20667.83919047705,1,1,0,16969.65501841782,1
780,France,Male,53,9,133406.5320213972,1,1,1,100303.06089928639,0
630,France,Male,55,1,72342.77289236723,1,0,1,38254.23602113328,1
443,Spain,Male,56,4,126336.87880471513,1,1,0,78299.61179833542,1
550,Germany,Female,42,2,169644.41207653488,2,0,0,121377.61550806162,1
370,Spain,Male,57,6,18644.678113397116,1,1,1,188476.95044519333,1
689,Germany,Female,30,2,0.0,1,1,1,107149.27289244146,1
816,France,Female,21,4,117198.11676768496,2,0,0,47008.77518920618,0
560,France,Female,23,4,49285.645493592376,2,1,1,189782.99801293123,0
489,Germany,Male,28,1,0.0,1,0,0,14922.891792669589,1
642,France,Female,18,0,115418.69444960529,1,0,1,132135.8252398516,0
647,Germany,Female,25,5,155790.82356424045,1,1,0,59854.501794116455,1
750,Spain,Female,51,0,31017.527948376395,1,0,1,153926.92810285208,1
450,Germany,Male,57,8,0.0,1,0,1,72932.4038012807,1
653,Spain,Male,69,9,0.0,4,0,0,91461.82364375073,1
708,France,Male,26,4,0.0,1,0,1,156379.1755070034,0
377,Germany,Male,53,0,0.0,1,1,1,180585.52990604998,1
390,Germany,Female,66,7,70395.50906694517,1,1,0,44685.153841783766,1
704,Spain,Male,56,0,27838.739802024767,2,1,0,66295.5584817734,1
652,Germany,Female,59,3,190403.93129484393,1,0,0,10821.707538813112,1
845,France,Male,54,6,0.0,2,0,1,172748.6045499437,0
495,Spain,Female,59,3,0.0,2,1,1,189954.36759777516,0
605,Germany,Male,61,4,33898.38476016777,2,1,1,63094.67873871409,1
811,France,Male,38,6,42472.39621992629,1,0,1,83065.46341637502,0
576,Germany,Male,37,3,68589.7214595061,1,1,0,91501.73597672375,1
585,Spain,Female,55,4,107351.28676301226,2,0,1,87852.85447669354,1
710,Germany,Female,18,6,160176.3139010455,2,1,0,84646.31610479997,1
729,France,Male,52,0,0.0,2,1,0,100416.17809415208,1
804,Spain,Male,45,2,78176.72738191218,2,1,0,39218.88216403343,0
838,Spain,Male,24,0,0.0,2,1,0,20959.200335533835,0
362,Germany,Male,60,2,127169.10936920263,2,0,0,147470.03636360806,1
559,France,Male,61,1,145050.07363726624,2,0,0,170847.5419373908,1
578,France,Male,26,4,85514.40095177664,1,1,1,163936.6280413778,0
746,Germany,Female,18,9,0.0,1,0,1,129059.03243525919,1
449,Spain,Female,53,4,68142.96300022709,2,0,0,194074.13507471184,1
380,France,Female,51,9,0.0,1,0,1,10293.191271107622,0
735,France,Female,51,8,0.0,1,0,0,70713.03930888737,1
365,France,Female,34,7,151250.56544392827,1,1,1,68903.0611165874,0
486,Germany,Female,49,2,51452.346459429704,3,0,0,76437.85997604675,1
678,France,Male,19,0,169977.26747770605,1,1,0,161998.02474940696,0
515,France,Male,53,4,39618.13445737763,2,1,1,76784.3491618927,1
808,France,Male,42,2,0.0,1,0,1,110145.88061809778,0
659,Germany,Male,60,4,0.0,2,1,0,126648.57214372714,1
